2020,11,29,07:52:46,<Direction.ENTER: 1>
2020,11,29,07:53:03,<Direction.ENTER: 1>
2020,11,29,08:26:32,<Direction.ENTER: 1>
2020,11,29,08:26:45,<Direction.ENTER: 1>
2020,11,29,08:26:47,<Direction.ENTER: 1>
2020,11,29,08:35:14,<Direction.ENTER: 1>
2020,11,29,08:36:22,<Direction.ENTER: 1>
2020,11,29,08:38:59,<Direction.ENTER: 1>
2020,11,29,08:39:44,<Direction.ENTER: 1>
2020,11,29,08:39:59,<Direction.ENTER: 1>
2020,11,29,08:41:35,<Direction.ENTER: 1>
2020,11,29,08:41:38,<Direction.ENTER: 1>
2020,11,29,08:42:46,<Direction.ENTER: 1>
2020,11,29,08:43:20,<Direction.ENTER: 1>
2020,11,29,08:44:34,<Direction.ENTER: 1>
2020,11,29,08:45:35,<Direction.ENTER: 1>
2020,11,29,08:47:09,<Direction.ENTER: 1>
2020,11,29,08:49:56,<Direction.ENTER: 1>
2020,11,29,08:50:18,<Direction.ENTER: 1>
2020,11,29,08:50:43,<Direction.ENTER: 1>
2020,11,29,08:51:02,<Direction.ENTER: 1>
2020,11,29,08:52:29,<Direction.ENTER: 1>
2020,11,29,08:52:49,<Direction.ENTER: 1>
2020,11,29,08:52:49,<Direction.ENTER: 1>
2020,11,29,08:59:18,<Direction.ENTER: 1>
2020,11,29,07:52:46,<Direction.ENTER: 1>
2020,11,29,07:53:03,<Direction.ENTER: 1>
2020,11,29,08:26:32,<Direction.ENTER: 1>
2020,11,29,08:26:45,<Direction.ENTER: 1>
2020,11,29,08:26:47,<Direction.ENTER: 1>
2020,11,29,08:35:14,<Direction.ENTER: 1>
2020,11,29,08:36:22,<Direction.ENTER: 1>
2020,11,29,08:38:59,<Direction.ENTER: 1>
2020,11,29,08:39:44,<Direction.ENTER: 1>
2020,11,29,08:39:59,<Direction.ENTER: 1>
2020,11,29,08:41:35,<Direction.ENTER: 1>
2020,11,29,08:41:38,<Direction.ENTER: 1>
2020,11,29,08:42:46,<Direction.ENTER: 1>
2020,11,29,08:43:20,<Direction.ENTER: 1>
2020,11,29,08:44:34,<Direction.ENTER: 1>
2020,11,29,08:45:35,<Direction.ENTER: 1>
2020,11,29,08:47:09,<Direction.ENTER: 1>
2020,11,29,08:49:56,<Direction.ENTER: 1>
2020,11,29,08:50:18,<Direction.ENTER: 1>
2020,11,29,08:50:43,<Direction.ENTER: 1>
2020,11,29,08:51:02,<Direction.ENTER: 1>
2020,11,29,08:52:29,<Direction.ENTER: 1>
2020,11,29,08:52:49,<Direction.ENTER: 1>
2020,11,29,08:52:49,<Direction.ENTER: 1>
2020,11,29,08:59:18,<Direction.ENTER: 1>
2020,11,29,09:00:20,<Direction.ENTER: 1>
2020,11,29,09:06:12,<Direction.ENTER: 1>
2020,11,29,09:48:51,<Direction.ENTER: 1>
2020,11,29,09:56:23,<Direction.ENTER: 1>
2020,11,29,10:01:21,<Direction.ENTER: 1>
2020,11,29,10:01:48,<Direction.ENTER: 1>
2020,11,29,10:13:27,<Direction.ENTER: 1>
2020,11,29,10:13:31,<Direction.ENTER: 1>
2020,11,29,10:16:44,<Direction.ENTER: 1>
2020,11,29,10:29:52,<Direction.ENTER: 1>
2020,11,29,10:31:12,<Direction.ENTER: 1>
2020,11,29,10:31:54,<Direction.ENTER: 1>
2020,11,29,10:31:58,<Direction.ENTER: 1>
2020,11,29,10:31:58,<Direction.ENTER: 1>
2020,11,29,10:33:25,<Direction.ENTER: 1>
2020,11,29,10:44:49,<Direction.ENTER: 1>
2020,11,29,10:45:19,<Direction.ENTER: 1>
2020,11,29,10:49:15,<Direction.ENTER: 1>
2020,11,29,10:49:15,<Direction.ENTER: 1>
2020,11,29,10:53:35,<Direction.ENTER: 1>
2020,11,29,10:53:35,<Direction.ENTER: 1>
2020,11,29,10:54:41,<Direction.ENTER: 1>
2020,11,29,10:54:54,<Direction.ENTER: 1>
2020,11,29,10:55:23,<Direction.ENTER: 1>
2020,11,29,11:03:52,<Direction.ENTER: 1>
2020,11,29,11:03:54,<Direction.ENTER: 1>
2020,11,29,11:14:56,<Direction.ENTER: 1>
2020,11,29,11:21:28,<Direction.ENTER: 1>
2020,11,29,11:21:28,<Direction.ENTER: 1>
2020,11,29,11:23:59,<Direction.ENTER: 1>
2020,11,29,11:24:00,<Direction.ENTER: 1>
2020,11,29,11:38:38,<Direction.ENTER: 1>
2020,11,29,11:38:40,<Direction.ENTER: 1>
2020,11,29,11:39:59,<Direction.ENTER: 1>
