Year,Month,Day,Time,Direction
2020,11,04,08:09:39,<Direction.ENTER: 1>
2020,11,04,08:09:51,<Direction.ENTER: 1>
2020,11,04,08:09:58,<Direction.ENTER: 1>
2020,11,04,09:54:55,<Direction.ENTER: 1>
2020,11,04,09:55:24,<Direction.ENTER: 1>
2020,11,04,09:55:29,<Direction.ENTER: 1>


