Year,Month,Day,Time,Direction
2020,12,12,12:41:28,<Direction.ENTER: 1>
2020,12,12,12:42:59,<Direction.ENTER: 1>
2020,12,12,12:43:21,<Direction.ENTER: 1>
2020,12,12,12:43:23,<Direction.ENTER: 1>
2020,12,12,12:43:59,<Direction.ENTER: 1>
2020,12,12,12:44:00,<Direction.ENTER: 1>
2020,12,12,12:44:38,<Direction.ENTER: 1>
2020,12,12,12:46:29,<Direction.ENTER: 1>
2020,12,12,12:48:47,<Direction.ENTER: 1>
2020,12,12,12:48:49,<Direction.ENTER: 1>
2020,12,12,12:49:43,<Direction.ENTER: 1>
2020,12,12,12:49:47,<Direction.ENTER: 1>
2020,12,12,12:50:22,<Direction.ENTER: 1>
2020,12,12,12:53:48,<Direction.ENTER: 1>
2020,12,12,12:56:53,<Direction.ENTER: 1>
2020,12,12,12:57:06,<Direction.ENTER: 1>
2020,12,12,13:00:32,<Direction.ENTER: 1>
2020,12,12,13:01:10,<Direction.ENTER: 1>
2020,12,12,13:01:10,<Direction.ENTER: 1>
2020,12,12,13:01:49,<Direction.ENTER: 1>
2020,12,12,13:02:14,<Direction.ENTER: 1>
2020,12,12,13:03:11,<Direction.ENTER: 1>
2020,12,12,13:03:12,<Direction.ENTER: 1>
2020,12,12,13:03:28,<Direction.ENTER: 1>
2020,12,12,13:03:34,<Direction.ENTER: 1>
2020,12,12,13:08:02,<Direction.ENTER: 1>
2020,12,12,13:09:29,<Direction.ENTER: 1>
2020,12,12,13:11:26,<Direction.ENTER: 1>
2020,12,12,13:11:32,<Direction.ENTER: 1>
2020,12,12,13:13:22,<Direction.ENTER: 1>
2020,12,12,13:13:35,<Direction.ENTER: 1>
2020,12,12,13:15:11,<Direction.ENTER: 1>
2020,12,12,13:15:40,<Direction.ENTER: 1>
2020,12,12,13:16:17,<Direction.ENTER: 1>
2020,12,12,13:21:03,<Direction.ENTER: 1>
2020,12,12,13:21:56,<Direction.ENTER: 1>
2020,12,12,13:22:17,<Direction.ENTER: 1>
2020,12,12,13:22:34,<Direction.ENTER: 1>
2020,12,12,13:23:08,<Direction.ENTER: 1>
2020,12,12,13:24:22,<Direction.ENTER: 1>
2020,12,12,13:24:23,<Direction.ENTER: 1>
2020,12,12,13:26:08,<Direction.ENTER: 1>
2020,12,12,13:27:44,<Direction.ENTER: 1>
2020,12,12,13:31:38,<Direction.ENTER: 1>
2020,12,12,13:32:20,<Direction.ENTER: 1>
2020,12,12,13:33:19,<Direction.ENTER: 1>
2020,12,12,13:34:20,<Direction.ENTER: 1>
2020,12,12,13:36:23,<Direction.ENTER: 1>
2020,12,12,13:37:27,<Direction.ENTER: 1>
2020,12,12,13:37:30,<Direction.ENTER: 1>
2020,12,12,13:39:23,<Direction.ENTER: 1>
2020,12,12,13:39:40,<Direction.ENTER: 1>
2020,12,12,13:40:41,<Direction.ENTER: 1>
2020,12,12,13:41:45,<Direction.ENTER: 1>
2020,12,12,13:41:45,<Direction.ENTER: 1>
2020,12,12,13:43:42,<Direction.ENTER: 1>
2020,12,12,13:48:52,<Direction.ENTER: 1>
2020,12,12,13:49:17,<Direction.ENTER: 1>
2020,12,12,13:53:04,<Direction.ENTER: 1>
2020,12,12,13:53:06,<Direction.ENTER: 1>
2020,12,12,13:54:06,<Direction.ENTER: 1>
2020,12,12,13:54:51,<Direction.ENTER: 1>
2020,12,12,13:58:43,<Direction.ENTER: 1>
2020,12,12,14:01:16,<Direction.ENTER: 1>
2020,12,12,14:01:57,<Direction.ENTER: 1>
2020,12,12,14:06:34,<Direction.ENTER: 1>
2020,12,12,14:09:54,<Direction.ENTER: 1>
2020,12,12,14:09:56,<Direction.ENTER: 1>
2020,12,12,14:12:05,<Direction.ENTER: 1>
2020,12,12,14:12:18,<Direction.ENTER: 1>
2020,12,12,14:15:41,<Direction.ENTER: 1>
2020,12,12,14:19:04,<Direction.ENTER: 1>
2020,12,12,14:22:54,<Direction.ENTER: 1>
2020,12,12,14:25:35,<Direction.ENTER: 1>
2020,12,12,14:25:37,<Direction.ENTER: 1>
2020,12,12,14:25:38,<Direction.ENTER: 1>
2020,12,12,14:27:17,<Direction.ENTER: 1>
2020,12,12,14:27:20,<Direction.ENTER: 1>
2020,12,12,14:28:25,<Direction.ENTER: 1>
2020,12,12,14:30:26,<Direction.ENTER: 1>
2020,12,12,14:30:49,<Direction.ENTER: 1>
2020,12,12,14:39:34,<Direction.ENTER: 1>
2020,12,12,14:40:33,<Direction.ENTER: 1>
2020,12,12,14:42:51,<Direction.ENTER: 1>
2020,12,12,14:44:21,<Direction.ENTER: 1>
2020,12,12,14:53:27,<Direction.ENTER: 1>
2020,12,12,14:57:23,<Direction.ENTER: 1>
2020,12,12,14:57:49,<Direction.ENTER: 1>
2020,12,12,14:57:51,<Direction.ENTER: 1>
2020,12,12,14:57:54,<Direction.ENTER: 1>
2020,12,12,15:03:31,<Direction.ENTER: 1>
2020,12,12,15:06:30,<Direction.ENTER: 1>
2020,12,12,15:09:43,<Direction.ENTER: 1>
2020,12,12,15:10:28,<Direction.ENTER: 1>
2020,12,12,15:10:29,<Direction.ENTER: 1>
2020,12,12,15:11:55,<Direction.ENTER: 1>
2020,12,12,15:23:21,<Direction.ENTER: 1>
2020,12,12,15:23:40,<Direction.ENTER: 1>
2020,12,12,15:30:56,<Direction.ENTER: 1>
2020,12,12,15:32:18,<Direction.ENTER: 1>
2020,12,12,15:33:43,<Direction.ENTER: 1>
2020,12,12,15:37:40,<Direction.ENTER: 1>
2020,12,12,15:44:57,<Direction.ENTER: 1>
2020,12,12,15:45:59,<Direction.ENTER: 1>
2020,12,12,15:50:57,<Direction.ENTER: 1>
2020,12,12,16:02:42,<Direction.ENTER: 1>
2020,12,12,16:20:48,<Direction.ENTER: 1>
2020,12,12,16:21:45,<Direction.ENTER: 1>
2020,12,12,16:23:27,<Direction.ENTER: 1>
2020,12,12,16:27:41,<Direction.ENTER: 1>
2020,12,12,16:29:32,<Direction.ENTER: 1>
2020,12,12,16:29:51,<Direction.ENTER: 1>
2020,12,12,16:38:35,<Direction.ENTER: 1>
2020,12,12,16:38:35,<Direction.ENTER: 1>
2020,12,12,16:39:10,<Direction.ENTER: 1>
2020,12,12,16:42:03,<Direction.ENTER: 1>
2020,12,12,16:45:11,<Direction.ENTER: 1>
2020,12,12,16:47:16,<Direction.ENTER: 1>
2020,12,12,16:47:39,<Direction.ENTER: 1>
2020,12,12,16:48:25,<Direction.ENTER: 1>
2020,12,12,16:54:24,<Direction.ENTER: 1>
2020,12,12,16:56:10,<Direction.ENTER: 1>
2020,12,12,16:56:19,<Direction.ENTER: 1>
2020,12,12,17:07:31,<Direction.ENTER: 1>
2020,12,12,17:07:35,<Direction.ENTER: 1>
2020,12,12,17:16:56,<Direction.ENTER: 1>
2020,12,12,17:28:49,<Direction.ENTER: 1>
2020,12,12,17:28:59,<Direction.ENTER: 1>
2020,12,12,17:31:44,<Direction.ENTER: 1>
2020,12,12,17:35:02,<Direction.ENTER: 1>
2020,12,12,17:35:02,<Direction.ENTER: 1>
2020,12,12,17:36:00,<Direction.ENTER: 1>
2020,12,12,17:40:08,<Direction.ENTER: 1>
2020,12,12,17:40:10,<Direction.ENTER: 1>
2020,12,12,17:40:10,<Direction.ENTER: 1>
2020,12,12,17:41:32,<Direction.ENTER: 1>
2020,12,12,17:48:25,<Direction.ENTER: 1>
2020,12,12,17:54:31,<Direction.ENTER: 1>
2020,12,12,17:54:34,<Direction.ENTER: 1>
2020,12,12,17:55:35,<Direction.ENTER: 1>
2020,12,12,17:56:00,<Direction.ENTER: 1>
2020,12,12,17:56:01,<Direction.ENTER: 1>
2020,12,12,17:56:39,<Direction.ENTER: 1>
2020,12,12,17:56:41,<Direction.ENTER: 1>
2020,12,12,17:57:41,<Direction.ENTER: 1>
2020,12,12,17:57:43,<Direction.ENTER: 1>
2020,12,12,17:59:03,<Direction.ENTER: 1>
2020,12,12,17:59:53,<Direction.ENTER: 1>
2020,12,12,18:00:07,<Direction.ENTER: 1>
2020,12,12,18:01:57,<Direction.ENTER: 1>
2020,12,12,18:01:58,<Direction.ENTER: 1>
2020,12,12,18:05:08,<Direction.ENTER: 1>
2020,12,12,18:05:10,<Direction.ENTER: 1>
2020,12,12,18:05:54,<Direction.ENTER: 1>
2020,12,12,18:10:58,<Direction.ENTER: 1>
2020,12,12,18:11:01,<Direction.ENTER: 1>
2020,12,12,18:11:22,<Direction.ENTER: 1>
2020,12,12,18:11:33,<Direction.ENTER: 1>
2020,12,12,18:11:52,<Direction.ENTER: 1>
2020,12,12,18:11:53,<Direction.ENTER: 1>
2020,12,12,18:12:19,<Direction.ENTER: 1>
2020,12,12,18:16:29,<Direction.ENTER: 1>
2020,12,12,18:20:51,<Direction.ENTER: 1>
2020,12,12,18:21:40,<Direction.ENTER: 1>
2020,12,12,18:23:43,<Direction.ENTER: 1>
2020,12,12,18:23:44,<Direction.ENTER: 1>
2020,12,12,18:24:29,<Direction.ENTER: 1>
2020,12,12,18:24:41,<Direction.ENTER: 1>
2020,12,12,18:27:21,<Direction.ENTER: 1>
2020,12,12,18:28:29,<Direction.ENTER: 1>
2020,12,12,18:32:03,<Direction.ENTER: 1>
2020,12,12,18:32:13,<Direction.ENTER: 1>
2020,12,12,18:32:47,<Direction.ENTER: 1>
2020,12,12,18:33:12,<Direction.ENTER: 1>
2020,12,12,18:34:32,<Direction.ENTER: 1>
2020,12,12,18:34:35,<Direction.ENTER: 1>
2020,12,12,18:41:43,<Direction.ENTER: 1>
2020,12,12,18:44:19,<Direction.ENTER: 1>
2020,12,12,18:48:27,<Direction.ENTER: 1>
2020,12,12,18:48:29,<Direction.ENTER: 1>
2020,12,12,18:51:05,<Direction.ENTER: 1>
2020,12,12,18:51:37,<Direction.ENTER: 1>
2020,12,12,18:58:22,<Direction.ENTER: 1>
2020,12,12,18:59:25,<Direction.ENTER: 1>
2020,12,12,19:01:50,<Direction.ENTER: 1>
2020,12,12,19:01:52,<Direction.ENTER: 1>
2020,12,12,19:03:19,<Direction.ENTER: 1>
2020,12,12,19:03:20,<Direction.ENTER: 1>
2020,12,12,19:03:21,<Direction.ENTER: 1>
2020,12,12,19:04:30,<Direction.ENTER: 1>
2020,12,12,19:04:32,<Direction.ENTER: 1>
2020,12,12,19:06:43,<Direction.ENTER: 1>
2020,12,12,19:11:49,<Direction.ENTER: 1>
2020,12,12,19:11:59,<Direction.ENTER: 1>
2020,12,12,19:12:01,<Direction.ENTER: 1>
2020,12,12,19:13:42,<Direction.ENTER: 1>
2020,12,12,19:14:50,<Direction.ENTER: 1>
2020,12,12,19:15:51,<Direction.ENTER: 1>
2020,12,12,19:30:10,<Direction.ENTER: 1>
